time,G(i),H_sun,T2m,WS10m,Int
20150731:0007,0,0,17.73,1.24,0
20150731:0107,0,0,17.57,0.83,0
20150731:0207,0,0,17.55,0.69,0
20150731:0307,0,0,17.61,0.55,0
20150731:0407,47.63,12.89,17.75,0.48,0
20150731:0507,47.63,26.92,19.1,1.1,0
20150731:0607,96.24,41.08,20.94,2.62,0
20150731:0707,150.68,55.31,21.97,3.38,0
20150731:0807,485.15,69.53,23.02,3.38,0
20150731:0907,704.51,83.26,23.65,3.59,0
20150731:1007,773.88,80.81,24.76,3.93,0
20150731:1107,429.72,66.85,24.72,4.34,0
20150731:1207,553.63,52.62,24.52,4.28,0
20150731:1307,65.13,38.4,22.7,2.97,0
20150731:1407,29.16,24.26,22.3,2.41,0
20150731:1507,33.23,10.26,19.98,2.07,0
20150731:1607,0,0,18.65,1.66,0
20150731:1707,0,0,18.03,0.48,0
20150731:1807,0,0,17.84,0.28,0
20150731:1907,0,0,18.01,0.28,0
20150731:2007,0,0,18.07,0.62,0
20150731:2107,0,0,18.09,0.62,0
20150731:2207,0,0,18.1,0.48,0
20150731:2307,0,0,18.09,0.55,0
20150801:0007,0,0,17.69,0.34,0
20150801:0107,0,0,17.82,0.28,0
20150801:0207,0,0,17.07,0.69,0
20150801:0307,0,0,16.38,1.03,0
20150801:0407,12.64,12.85,16.31,0.83,0
20150801:0507,345.96,26.9,18.69,0.62,0
20150801:0607,256.72,41.08,20.8,0.76,0
20150801:0707,347.06,55.32,23,2,0
20150801:0807,757.33,69.57,24.67,2.9,0
20150801:0907,919.06,83.39,25.51,3.24,0
20150801:1007,883.69,80.88,24.73,3.1,0
20150801:1107,654.61,66.86,25.23,3.93,0
20150801:1207,73.88,52.61,22.33,2.48,0
20150801:1307,65.13,38.37,22.41,2.34,0
20150801:1407,34.02,24.21,21.44,1.79,0
20150801:1507,17.09,10.2,20.18,1.52,0
20150801:1607,0,0,18.95,1.66,0
20150801:1707,0,0,18.18,0.41,0
20150801:1807,0,0,17.89,0.55,0
20150801:1907,0,0,18.3,0.41,0
20150801:2007,0,0,17.87,0.48,0
20150801:2107,0,0,16.82,0.28,0
20150801:2207,0,0,16.29,0.41,0
20150801:2307,0,0,16.23,0.69,0
20150802:0007,0,0,16.05,0.9,0
20150802:0107,0,0,15.93,0.9,0
20150802:0207,0,0,15.81,1.03,0
20150802:0307,0,0,15.77,1.1,0
20150802:0407,111.43,12.81,16.3,1.1,0
20150802:0507,333.32,26.88,18.29,0.48,0
20150802:0607,487.56,41.07,20.7,0.76,0
20150802:0707,748.86,55.34,22.62,2,0
20150802:0807,872.71,69.6,23.73,2.69,0
20150802:0907,948.08,83.51,24.99,3.17,0
20150802:1007,928.42,80.95,25.44,3.79,0
20150802:1107,764.22,66.86,24.31,3.86,0
20150802:1207,555.31,52.59,23.79,3.72,0
20150802:1307,84.58,38.33,22.5,2.62,0
20150802:1407,160.05,24.16,21.69,1.79,0
20150802:1507,63.61,10.13,20.98,1.24,0
20150802:1607,0,0,19.6,1.1,0
20150802:1707,0,0,18.65,0.62,0
20150802:1807,0,0,18.43,1.03,0
20150802:1907,0,0,18.15,0.55,0
20150802:2007,0,0,17.81,0.55,0
20150802:2107,0,0,16.54,0.9,0
20150802:2207,0,0,16.65,0.76,0
20150802:2307,0,0,16.22,0.97,0
20150803:0007,0,0,15.93,1.03,0
20150803:0107,0,0,15.62,1.03,0
20150803:0207,0,0,15.34,0.97,0
20150803:0307,0,0,15.52,0.9,0
20150803:0407,116.34,12.78,16.06,0.76,0
20150803:0507,353.49,26.86,18.06,0.14,0
20150803:0607,579.38,41.07,19.94,1.31,0
20150803:0707,770.4,55.35,22.29,1.31,0
20150803:0807,769.36,69.64,23.82,1.86,0
20150803:0907,895.39,83.63,25.06,2.34,0
20150803:1007,537.44,81,25.13,3.17,0
20150803:1107,94.3,66.86,21.98,2.41,0
20150803:1207,444.03,52.56,21.8,2.34,0
20150803:1307,317.39,38.29,22.11,1.59,0
20150803:1407,83.6,24.1,22.67,2.69,0
20150803:1507,20.89,10.05,21.25,1.86,0
20150803:1607,0,0,20.57,0.69,0
20150803:1707,0,0,19.79,1.03,0
20150803:1807,0,0,19.69,0,0
20150803:1907,0,0,18.1,0.76,0
20150803:2007,0,0,17.06,1.03,0
20150803:2107,0,0,17,0.76,0
20150803:2207,0,0,16.38,0.97,0
20150803:2307,0,0,16.23,1.03,0
20150804:0007,0,0,15.73,1.24,0
20150804:0107,0,0,15.28,1.45,0
20150804:0207,0,0,14.81,1.38,0
20150804:0307,0,0,14.75,1.45,0
20150804:0407,90.07,12.74,15.68,1.24,0
20150804:0507,144.89,26.84,17.58,1.1,0
20150804:0607,412.54,41.07,20.02,0.69,0
20150804:0707,759.79,55.36,22.62,0.62,0
20150804:0807,870.95,69.68,24.2,1.45,0
20150804:0907,938.54,83.75,24.95,2,0
20150804:1007,634.78,81.05,25.3,2.41,0
20150804:1107,97.21,66.85,24.27,2.83,0
20150804:1207,147.76,52.53,22.59,2.21,0
20150804:1307,413.71,38.25,22.62,2,0
20150804:1407,226.99,24.04,22.99,2.21,0
20150804:1507,63.61,9.98,22.42,2.21,0
20150804:1607,0,0,21.47,1.1,0
20150804:1707,0,0,20.03,1.38,0
20150804:1807,0,0,19.42,0.69,0
20150804:1907,0,0,19.58,0.69,0
20150804:2007,0,0,19.14,0.48,0
20150804:2107,0,0,18.61,0.28,0
20150804:2207,0,0,18.14,0.14,0
20150804:2307,0,0,17.76,0.28,0
20150805:0007,0,0,17.21,0.41,0
20150805:0107,0,0,15.75,0.69,0
20150805:0207,0,0,16.03,1.45,0
20150805:0307,0,0,16.56,1.03,0
20150805:0407,63.14,12.71,16.47,0,0
20150805:0507,0,0,16.77,1.31,0
20150805:0607,415.93,41.06,17.5,1.38,0
20150805:0707,681.51,55.38,19.64,1.66,0
20150805:0807,818.65,69.72,21.14,2.14,0
20150805:0907,894.55,83.87,21.96,2.21,0
20150805:1007,794.06,81.09,22.6,2.55,0
20150805:1107,295.43,66.84,21.88,2.34,0
20150805:1207,81.66,52.5,20.32,1.93,0
20150805:1307,229.45,38.2,20.57,1.38,0
20150805:1407,153.43,23.98,20.6,1.79,0
20150805:1507,21.83,9.9,18.9,1.86,0
20150805:1607,0,0,17.35,1.03,0
20150805:1707,0,0,17.24,0.07,0
20150805:1807,0,0,17.36,0.41,0
20150805:1907,0,0,17.32,0.55,0
20150805:2007,0,0,17.41,0.69,0
20150805:2107,0,0,17.44,0.83,0
20150805:2207,0,0,17.3,1.03,0
20150805:2307,0,0,17.38,1.45,0
20150806:0007,0,0,17.35,1.59,0
20150806:0107,0,0,17.03,1.38,0
20150806:0207,0,0,16.98,1.38,0
20150806:0307,0,0,16.98,1.24,0
20150806:0407,28.19,12.68,17.02,1.03,0
20150806:0507,174.24,26.81,17.72,1.24,0
20150806:0607,276.49,41.06,18.96,1.86,0
20150806:0707,476.85,55.39,19.94,2.14,0
20150806:0807,408.21,69.75,21.27,2.34,0
20150806:0907,786.21,83.97,21.91,2.69,0
20150806:1007,708.3,81.12,22.71,3.38,0
20150806:1107,685.97,66.82,22.82,3.66,0
20150806:1207,528.09,52.46,22.01,3.24,0
20150806:1307,285.87,38.15,21.79,3.03,0
20150806:1407,173.04,23.91,21,2.55,0
20150806:1507,47.47,9.81,20.35,2.07,0
20150806:1607,0,0,19.4,1.72,0
20150806:1707,0,0,18.45,1.31,0
20150806:1807,0,0,17.39,1.1,0
20150806:1907,0,0,17.45,0.9,0
20150806:2007,0,0,17.78,0.55,0
20150806:2107,0,0,17.27,0.48,0
20150806:2207,0,0,17,0.28,0
20150806:2307,0,0,16.67,0.07,0
20150807:0007,0,0,16.61,0.34,0
20150807:0107,0,0,16.39,0.55,0
20150807:0207,0,0,15.71,0.62,0
20150807:0307,0,0,15.91,0.48,0
20150807:0407,70.96,12.65,16.4,0.14,0
20150807:0507,295.96,26.79,17.92,0.48,0
20150807:0607,449.9,41.06,19.56,1.52,0
20150807:0707,654.17,55.41,21.14,2.07,0
20150807:0807,793.94,69.79,22.19,2.41,0
20150807:0907,893.77,84.07,23.29,2.9,0
20150807:1007,823.99,81.14,23.52,3.31,0
20150807:1107,464.34,66.8,20.8,2.07,0
20150807:1207,589.94,52.42,21.83,2.55,0
20150807:1307,367.83,38.09,21.95,2.62,0
20150807:1407,224.94,23.84,20.8,2.07,0
20150807:1507,57.91,9.73,19.71,1.24,0
20150807:1607,0,0,18.36,1.38,0
20150807:1707,0,0,17.25,1.03,0
20150807:1807,0,0,16.91,0.76,0
20150807:1907,0,0,16.94,0.83,0
20150807:2007,0,0,15.72,0.97,0
20150807:2107,0,0,15.01,0.97,0
20150807:2207,0,0,15.01,0.83,0
20150807:2307,0,0,14.64,0.9,0
20150808:0007,0,0,14.57,0.97,0
20150808:0107,0,0,14.47,0.97,0
20150808:0207,0,0,14.38,0.9,0
20150808:0307,0,0,14.29,0.97,0
20150808:0407,14.58,12.62,14.76,1.1,0
20150808:0507,77.77,26.78,16.85,0.83,0
20150808:0607,104.02,41.07,18.95,0.62,0
20150808:0707,474.37,55.43,21.31,0.9,0
20150808:0807,795.97,69.83,22.94,1.45,0
20150808:0907,927.33,84.17,23.76,1.79,0
20150808:1007,175.96,81.15,24.43,2.34,0
20150808:1107,94.3,66.77,23.27,2.76,0
20150808:1207,396.46,52.38,22.26,2.28,0
20150808:1307,220.06,38.03,23.16,3.03,0
20150808:1407,46.66,23.77,22.3,2.83,0
20150808:1507,15.19,9.63,21.44,2.21,0
20150808:1607,0,0,20.29,1.31,0
20150808:1707,0,0,19.22,0.62,0
20150808:1807,0,0,19.01,0.14,0
20150808:1907,0,0,18.4,0.34,0
20150808:2007,0,0,17.83,0.76,0
20150808:2107,0,0,16.08,1.1,0
20150808:2207,0,0,15.38,1.1,0
20150808:2307,0,0,14.89,1.03,0
20150809:0007,0,0,15.42,1.17,0
20150809:0107,0,0,15.08,1.03,0
20150809:0207,0,0,14.92,0.9,0
20150809:0307,0,0,14.88,0.76,0
20150809:0407,12.64,12.59,15.49,0.69,0
20150809:0507,191.21,26.77,17.94,0.34,0
20150809:0607,503.82,41.07,20.07,0.07,0
20150809:0707,677.67,55.44,21.48,1.31,0
20150809:0807,853.26,69.86,22.63,1.86,0
20150809:0907,934.06,84.25,23,2.07,0
20150809:1007,705.64,81.15,23.91,2.76,0
20150809:1107,677,66.74,24.34,3.03,0
20150809:1207,66.11,52.33,22.68,2.62,0
20150809:1307,48.61,37.96,21.97,1.93,0
20150809:1407,51.52,23.69,20.87,1.52,0
20150809:1507,55.06,9.54,19.39,1.79,0
20150809:1607,0,0,18.28,1.24,0
20150809:1707,0,0,18.08,0.34,0
20150809:1807,0,0,18.02,0.55,0
20150809:1907,0,0,16.96,0.21,0
20150809:2007,0,0,16.57,0.34,0
20150809:2107,0,0,16.54,0.21,0
20150809:2207,0,0,16.34,0.14,0
20150809:2307,0,0,16.39,0.28,0
20150810:0007,0,0,16.67,0,0
20150810:0107,0,0,16.6,0.21,0
20150810:0207,0,0,16.42,0.21,0
20150810:0307,0,0,16.48,0.21,0
20150810:0407,48.61,12.56,16.65,0.14,0
20150810:0507,142.02,26.76,17.86,0.34,0
20150810:0607,363.36,41.07,19.44,0.76,0
20150810:0707,692.51,55.46,21.51,1.93,0
20150810:0807,780.04,69.89,22.93,2,0
20150810:0907,751.52,84.32,23.32,2.14,0
20150810:1007,877.95,81.14,24.06,2.41,0
20150810:1107,792.57,66.69,24.4,2.69,0
20150810:1207,649.06,52.27,24.52,2.9,0
20150810:1307,54.44,37.89,24.03,2.9,0
20150810:1407,213.32,23.6,23.24,2.07,0
20150810:1507,16.14,9.44,22.19,1.03,0
20150810:1607,0,0,21.3,1.03,0
20150810:1707,0,0,20.37,0.76,0
20150810:1807,0,0,19.52,0.9,0
20150810:1907,0,0,19.98,0.69,0
20150810:2007,0,0,19.44,0.83,0
20150810:2107,0,0,19.15,0.48,0
20150810:2207,0,0,18.84,0.34,0
20150810:2307,0,0,18.48,0.41,0
20150811:0007,0,0,18.09,0.55,0
20150811:0107,0,0,16.85,0.83,0
20150811:0207,0,0,16.33,0.9,0
20150811:0307,0,0,16.68,0.62,0
20150811:0407,12.64,12.54,15.92,0.83,0
20150811:0507,36.94,26.75,18.99,0.76,0
20150811:0607,81.66,41.08,20.98,0.48,0
20150811:0707,685.65,55.48,21.79,0.69,0
20150811:0807,814.54,69.92,23.22,0.9,0
20150811:0907,891.13,84.39,24.22,1.38,0
20150811:1007,545.43,81.11,25.14,1.72,0
20150811:1107,79.72,66.65,25.4,2.41,0
20150811:1207,66.11,52.21,23.2,2.21,0
20150811:1307,48.61,37.82,22.73,1.72,0
20150811:1407,221.8,23.52,22.23,0.83,0
20150811:1507,59.81,9.34,22.21,1.03,0
20150811:1607,0,0,21.34,0.97,0
20150811:1707,0,0,19.99,0.62,0
20150811:1807,0,0,19.81,0.21,0
20150811:1907,0,0,19.03,1.03,0
20150811:2007,0,0,17.57,1.24,0
20150811:2107,0,0,16.26,1.52,0
20150811:2207,0,0,15.32,1.59,0
20150811:2307,0,0,14.7,1.59,0
20150812:0007,0,0,14.28,1.59,0
20150812:0107,0,0,13.91,1.59,0
20150812:0207,0,0,13.69,1.66,0
20150812:0307,0,0,13.48,1.59,0
20150812:0407,121.54,12.51,14.26,1.31,0
20150812:0507,363.53,26.74,18.98,0.9,0
20150812:0607,341.63,41.08,21.95,0.14,0
20150812:0707,665.69,55.49,23.94,0.76,0
20150812:0807,914.95,69.95,25.6,1.93,0
20150812:0907,964.17,84.44,26.34,2.62,0
20150812:1007,903.24,81.07,25.71,2.62,0
20150812:1107,707,66.59,24.35,2,0
20150812:1207,669.62,52.14,24.56,2.14,0
20150812:1307,453.3,37.74,24.47,2.41,0
20150812:1407,210.55,23.43,24.33,2.97,0
20150812:1507,56.96,9.23,23.34,1.86,0
20150812:1607,0,0,22.09,0.83,0
20150812:1707,0,0,21.41,0,0
20150812:1807,0,0,20.71,0.28,0
20150812:1907,0,0,21.12,0.34,0
20150812:2007,0,0,20.6,0.69,0
20150812:2107,0,0,19.02,1.1,0
20150812:2207,0,0,17.51,1.31,0
20150812:2307,0,0,17.1,1.24,0
20150813:0007,0,0,17.71,1.1,0
20150813:0107,0,0,17.94,1.03,0
20150813:0207,0,0,17.75,0.97,0
20150813:0307,0,0,17.86,0.83,0
20150813:0407,110.58,12.49,17.66,0.9,0
20150813:0507,375.1,26.73,19.75,0.9,0
20150813:0607,590.41,41.09,21.54,1.52,0
20150813:0707,615.08,55.51,23.12,2.97,0
20150813:0807,860.73,69.98,24.12,3.17,0
20150813:0907,961.52,84.47,24.77,3.45,0
20150813:1007,756.77,81.02,24.21,3.24,0
20150813:1107,811.88,66.53,24.23,3.31,0
20150813:1207,66.11,52.07,23.78,2.76,0
20150813:1307,48.61,37.66,22.36,2.07,0
20150813:1407,156.59,23.33,22.08,1.45,0
20150813:1507,56.01,9.12,21.63,1.86,0
20150813:1607,0,0,20.84,0.62,0
20150813:1707,0,0,19.36,1.1,0
20150813:1807,0,0,18.81,0.9,0
20150813:1907,0,0,18.34,0.34,0
20150813:2007,0,0,16.34,0.83,0
20150813:2107,0,0,15.82,0.83,0
20150813:2207,0,0,15.67,0.69,0
20150813:2307,0,0,15.21,0.76,0
20150814:0007,0,0,15.63,0.69,0
20150814:0107,0,0,15.84,0.62,0
20150814:0207,0,0,15.85,0.62,0
20150814:0307,0,0,16.18,0.76,0
20150814:0407,12.64,12.47,17.27,0.55,0
20150814:0507,107.91,26.73,18.73,0.14,0
20150814:0607,97.21,41.09,20.48,0.97,0
20150814:0707,384.17,55.53,22,1.38,0
20150814:0807,848.87,70.01,23.21,2,0
20150814:0907,373.22,84.49,24.21,2.48,0
20150814:1007,861.26,80.96,24.71,2.97,0
20150814:1107,195.4,66.47,24.2,3.03,0
20150814:1207,495.1,52,22.7,3.31,0
20150814:1307,443.56,37.58,22.97,2.21,0
20150814:1407,217.24,23.23,21.91,2,0
20150814:1507,15.19,9.01,20.32,1.03,0
20150814:1607,0,0,19.5,1.03,0
20150814:1707,0,0,18.42,0.69,0
20150814:1807,0,0,17.82,0.83,0
20150814:1907,0,0,18.26,0.69,0
20150814:2007,0,0,17.97,0.14,0
20150814:2107,0,0,17.53,0.28,0
20150814:2207,0,0,17.23,0.55,0
20150814:2307,0,0,16.98,0.69,0
20150815:0007,0,0,17.46,0.76,0
20150815:0107,0,0,17.55,0.55,0
20150815:0207,0,0,17.53,0.07,0
20150815:0307,0,0,17.57,0.21,0
20150815:0407,78.29,12.45,17.67,0.21,0
20150815:0507,293.1,26.72,19.1,0.55,0
20150815:0607,179.85,41.1,20.6,0.97,0
20150815:0707,768.01,55.54,22.7,2,0
20150815:0807,897.67,70.03,23.86,2.76,0
20150815:0907,502.33,84.5,24.34,3.24,0
20150815:1007,944.56,80.88,24.78,3.66,0
20150815:1107,378.88,66.4,22.96,3.24,0
20150815:1207,199.29,51.92,23.33,2.9,0
20150815:1307,47.63,37.49,23.21,2.83,0
20150815:1407,90.41,23.13,21.64,2.34,0
20150815:1507,38.92,8.89,19.15,1.1,0
20150815:1607,0,0,18.37,0.55,0
20150815:1707,0,0,17.92,0.83,0
20150815:1807,0,0,17.36,0.76,0
20150815:1907,0,0,16.96,1.1,0
20150815:2007,0,0,16.3,1.31,0
20150815:2107,0,0,15.88,1.38,0
20150815:2207,0,0,15.65,1.38,0
20150815:2307,0,0,15.23,1.38,0
20150816:0007,0,0,14.98,1.45,0
20150816:0107,0,0,14.74,1.59,0
20150816:0207,0,0,14.63,1.66,0
20150816:0307,0,0,14.58,1.66,0
20150816:0407,140.85,12.43,14.78,1.59,0
20150816:0507,372.28,26.71,16.75,1.38,0
20150816:0607,494.01,41.11,19.31,0.9,0
20150816:0707,718.43,55.56,22.36,0.34,0
20150816:0807,514.04,70.05,24.18,1.03,0
20150816:0907,849.85,84.49,24.83,1.93,0
20150816:1007,918.52,80.8,24.87,2.55,0
20150816:1107,799.7,66.32,23.8,2.9,0
20150816:1207,66.11,51.83,23.55,2.48,0
20150816:1307,47.63,37.39,23.75,2.28,0
20150816:1407,27.22,23.02,23.76,2.69,0
20150816:1507,41.77,8.77,22.87,1.79,0
20150816:1607,0,0,21.58,1.45,0
20150816:1707,0,0,20.33,0.97,0
20150816:1807,0,0,19.15,1.17,0
20150816:1907,0,0,18.11,0.62,0
20150816:2007,0,0,17.14,0.69,0
20150816:2107,0,0,16.18,0.69,0
20150816:2207,0,0,16.05,0.76,0
20150816:2307,0,0,15.78,1.03,0
20150817:0007,0,0,15.42,1.31,0
20150817:0107,0,0,15.19,1.38,0
20150817:0207,0,0,15.3,1.38,0
20150817:0307,0,0,15.32,1.38,0
20150817:0407,11.67,12.41,15.51,1.52,0
20150817:0507,397.26,26.71,17.26,1.52,0
20150817:0607,560.44,41.11,19.63,1.31,0
20150817:0707,163.32,55.58,22.11,0.41,0
20150817:0807,174.98,70.07,24.15,2,0
20150817:0907,758.8,84.46,25.42,3.03,0
20150817:1007,814.16,80.69,25.94,3.38,0
20150817:1107,812.88,66.23,24.04,3.38,0
20150817:1207,651.07,51.74,23.92,2.76,0
20150817:1307,209.03,37.29,24.21,3.38,0
20150817:1407,216.13,22.91,23.67,2.97,0
20150817:1507,7.59,8.65,21.9,2.07,0
20150817:1607,0,0,20.98,1.72,0
20150817:1707,0,0,19.55,1.03,0
20150817:1807,0,0,18.41,1.17,0
20150817:1907,0,0,18.68,1.1,0
20150817:2007,0,0,17.99,1.24,0
20150817:2107,0,0,18.43,1.03,0
20150817:2207,0,0,18.56,0.62,0
20150817:2307,0,0,18.04,0.41,0
20150818:0007,0,0,17.61,0.28,0
20150818:0107,0,0,17.34,0.28,0
20150818:0207,0,0,17.17,0.28,0
20150818:0307,0,0,17.11,0.34,0
20150818:0407,31.11,12.39,17.24,0.34,0
20150818:0507,104.02,26.71,18.63,0.21,0
20150818:0607,298.22,41.12,20.19,1.1,0
20150818:0707,518.79,55.59,22.26,2.34,0
20150818:0807,680.52,70.08,23.36,2.97,0
20150818:0907,806.65,84.42,24.19,3.38,0
20150818:1007,862.12,80.58,24.88,3.52,0
20150818:1107,775.41,66.14,25.09,3.72,0
20150818:1207,573.81,51.65,23.4,2.62,0
20150818:1307,56.38,37.19,22.65,3.03,0
20150818:1407,65.13,22.8,21.79,2.69,0
20150818:1507,55.06,8.52,20.91,2,0
20150818:1607,0,0,19.73,1.66,0
20150818:1707,0,0,18.67,1.45,0
20150818:1807,0,0,18.02,1.1,0
20150818:1907,0,0,17.54,0.28,0
20150818:2007,0,0,17.58,0.21,0
20150818:2107,0,0,17.37,0.34,0
20150818:2207,0,0,17.47,0.14,0
20150818:2307,0,0,17.61,0.21,0
20150819:0007,0,0,17.57,0,0
20150819:0107,0,0,17.19,0.41,0
20150819:0207,0,0,17.21,0.48,0
20150819:0307,0,0,17.42,0.28,0
20150819:0407,69.55,12.38,17.65,0.07,0
20150819:0507,204.31,26.71,18.68,0.41,0
20150819:0607,256.4,41.13,20.31,1.45,0
20150819:0707,598.81,55.61,21.75,2.07,0
20150819:0807,767.69,70.09,22.73,2,0
20150819:0907,477.48,84.36,23.55,2.14,0
20150819:1007,928.49,80.45,24.38,2.34,0
20150819:1107,760.39,66.04,24.16,2.76,0
20150819:1207,146.79,51.55,23.6,2.83,0
20150819:1307,47.63,37.08,22.57,2.34,0
20150819:1407,206.8,22.68,22.59,2.76,0
20150819:1507,8.54,8.39,22.11,1.79,0
20150819:1607,0,0,20.98,1.79,0
20150819:1707,0,0,19.66,1.59,0
20150819:1807,0,0,18.72,0.76,0
20150819:1907,0,0,19.73,0.41,0
20150819:2007,0,0,19.45,0.34,0
20150819:2107,0,0,18.92,0.83,0
20150819:2207,0,0,17.79,0.97,0
20150819:2307,0,0,17.03,1.03,0
20150820:0007,0,0,15.52,1.17,0
20150820:0107,0,0,14.67,1.31,0
20150820:0207,0,0,14.67,1.45,0
20150820:0307,0,0,15.1,1.59,0
20150820:0407,101.93,12.36,15.5,1.52,0
20150820:0507,336.85,26.7,17.89,1.17,0
20150820:0607,609.88,41.14,20.66,0.69,0
20150820:0707,808.88,55.62,22.75,0.69,0
20150820:0807,923.22,70.1,24.59,1.79,0
20150820:0907,980.93,84.28,25.36,2.14,0
20150820:1007,772.79,80.31,25.84,2.48,0
20150820:1107,410.46,65.94,25.51,3.1,0
20150820:1207,278.36,51.44,23.7,2.48,0
20150820:1307,424.24,36.97,23.87,2.28,0
20150820:1407,27.22,22.56,23.72,1.79,0
20150820:1507,52.21,8.26,23.22,1.72,0
20150820:1607,0,0,21.91,1.17,0
20150820:1707,0,0,21.15,0.34,0
20150820:1807,0,0,20.58,0.41,0
20150820:1907,0,0,21.09,0.69,0
20150820:2007,0,0,20.49,0.76,0
20150820:2107,0,0,20.01,0.69,0
20150820:2207,0,0,19.47,0.9,0
20150820:2307,0,0,18.63,0.97,0
20150821:0007,0,0,16.58,1.38,0
20150821:0107,0,0,15.32,1.59,0
20150821:0207,0,0,14.58,1.66,0
20150821:0307,0,0,14.17,1.59,0
20150821:0407,142.15,12.35,14.87,1.17,0
20150821:0507,401.82,26.7,19.73,0.48,0
20150821:0607,632.55,41.14,22.08,0.34,0
20150821:0707,802.6,55.63,23.84,1.31,0
20150821:0807,930.78,70.11,25.17,1.79,0
20150821:0907,457.17,84.19,25.56,2.21,0
20150821:1007,194.43,80.16,25.29,2.62,0
20150821:1107,119.57,65.82,24.61,2.69,0
20150821:1207,360.82,51.34,23.16,2.62,0
20150821:1307,187.18,36.86,23.33,1.66,0
20150821:1407,200.31,22.44,22.76,2.69,0
20150821:1507,47.47,8.12,21.06,1.52,0
20150821:1607,0,0,19.7,0.21,0
20150821:1707,0,0,18.95,1.1,0
20150821:1807,0,0,18.08,0.9,0
20150821:1907,0,0,18.89,0.14,0
20150821:2007,0,0,17.3,0.76,0
20150821:2107,0,0,17.23,0.9,0
20150821:2207,0,0,16.88,0.97,0
20150821:2307,0,0,16.56,0.97,0
20150822:0007,0,0,16.23,1.03,0
20150822:0107,0,0,16.09,1.1,0
20150822:0207,0,0,16.16,1.03,0
20150822:0307,0,0,16.03,0.97,0
20150822:0407,11.67,12.34,16.45,0.9,0
20150822:0507,379.56,26.7,18.09,0.55,0
20150822:0607,631.06,41.15,20.33,0.55,0
20150822:0707,822.48,55.64,22.36,1.38,0
20150822:0807,803.13,70.11,23.68,1.79,0
20150822:0907,357.79,84.07,24.41,1.79,0
20150822:1007,204.15,80,24.66,2.34,0
20150822:1107,86.52,65.7,22,1.72,0
20150822:1207,65.13,51.22,23.43,1.93,0
20150822:1307,209.09,36.74,23.66,2,0
20150822:1407,106.51,22.31,23.03,1.93,0
20150822:1507,43.67,7.98,22.19,0.9,0
20150822:1607,0,0,21.43,0.34,0
20150822:1707,0,0,19.87,0.97,0
20150822:1807,0,0,19.07,0.9,0
20150822:1907,0,0,17.11,0.83,0
20150822:2007,0,0,16.46,0.9,0
20150822:2107,0,0,16.37,0.83,0
20150822:2207,0,0,16.14,0.97,0
20150822:2307,0,0,15.96,1.03,0
20150823:0007,0,0,15.66,0.97,0
20150823:0107,0,0,15.28,0.97,0
20150823:0207,0,0,15.06,1.03,0
20150823:0307,0,0,15.07,0.97,0
20150823:0407,53.64,12.33,15.54,0.97,0
20150823:0507,393.28,26.7,17.86,0.62,0
20150823:0607,538.1,41.16,20.36,0.62,0
20150823:0707,766.98,55.65,22.19,1.59,0
20150823:0807,804.32,70.1,23.68,2.21,0
20150823:0907,865.08,83.94,24.54,2.69,0
20150823:1007,805.16,79.82,24.69,3.1,0
20150823:1107,176.93,65.58,23.49,2.21,0
20150823:1207,84.58,51.1,22.68,1.66,0
20150823:1307,445.97,36.62,23.23,1.72,0
20150823:1407,149.24,22.18,22.43,1.66,0
20150823:1507,31.33,7.83,21.36,0.62,0
20150823:1607,0,0,20.77,0.21,0
20150823:1707,0,0,19.42,1.03,0
20150823:1807,0,0,18.81,0.76,0
20150823:1907,0,0,18.41,0.9,0
20150823:2007,0,0,17.27,0.97,0
20150823:2107,0,0,15.8,0.9,0
20150823:2207,0,0,15.42,0.97,0
20150823:2307,0,0,15.06,1.03,0
20150824:0007,0,0,14.76,1.17,0
20150824:0107,0,0,14.43,1.1,0
20150824:0207,0,0,14.67,1.03,0
20150824:0307,0,0,15.21,0.97,0
20150824:0407,12.64,12.31,15.75,0.97,0
20150824:0507,364.62,26.7,18.17,0.62,0
20150824:0607,481.84,41.17,20.55,0.48,0
20150824:0707,791.33,55.66,22.63,1.86,0
20150824:0807,887.1,70.1,21.92,2.76,0
20150824:0907,610.98,83.8,21,2.55,0
20150824:1007,92.35,79.63,21.09,2.21,0
20150824:1107,541.01,65.45,22.4,2.14,0
20150824:1207,448.64,50.98,22.65,2.14,0
20150824:1307,46.66,36.49,22.14,1.93,0
20150824:1407,37.91,22.04,21.97,1.93,0
20150824:1507,13.29,7.69,20.86,1.38,0
20150824:1607,0,0,19.93,0.62,0
20150824:1707,0,0,19.21,1.17,0
20150824:1807,0,0,18.27,1.1,0
20150824:1907,0,0,17.56,1.03,0
20150824:2007,0,0,16.96,1.1,0
20150824:2107,0,0,16.01,1.03,0
20150824:2207,0,0,15.75,0.76,0
20150824:2307,0,0,15.3,0.76,0
20150825:0007,0,0,14.78,0.97,0
20150825:0107,0,0,14.77,1.17,0
20150825:0207,0,0,14.93,1.38,0
20150825:0307,0,0,14.75,1.45,0
20150825:0407,56.58,12.31,15.28,1.45,0
20150825:0507,344.66,26.71,17.27,1.24,0
20150825:0607,612.15,41.18,20.05,0.97,0
20150825:0707,811.61,55.67,21.76,1.1,0
20150825:0807,898.68,70.08,23.56,1.03,0
20150825:0907,950.01,83.64,24.84,1.1,0
